code,description,category
95833,Muscle Strength Grading - Body,Specialty
95851,Range of Motion / Rom Axial Skeleton,Specialty
95852,Range of Motion/ Rom Appendicular,Specialty
99455,Adaptive Skill Training,Specialty
0373T,Behavioral Modification Management,Specialty
97532,Cognitive Skills,Specialty
99403,Functional Counseling,Specialty
97755,Hand Function Skills,Specialty
99336,Adl's Functional Skills Training,Specialty
97167,Rehabilitation Occupational Therapy,Specialty
99509,Productivity Activities,Specialty
90836,Psychosocial Intervention,Specialty
97168,Remedial Activities,Specialty
97535,Self Care Activities,Specialty
98960,Self Care Skills Training,Specialty
97533,Sensory Integration / Stimulation Training,Specialty
97165,Occupational Therapy Physical – Follow up,Specialty
92526,Dysphagia Management,Specialty
90882,Learning Difficult Management,Specialty
97166,Occupational Therapy at Rehabilitation Village,Specialty
99456,Occupational Therapy Working Area Visit,Specialty
98961,Closed Group Therapy,Specialty
98962,Open Group Therapy,Specialty
96127,Behavioral Assessment,Specialty
96152,Psychoeducation - Occupational Therapy,Specialty
0368T,Orientation On Protocol and Procedure,Specialty
0369T,Re-Orientation On Protocol and Procedure,Specialty
99402,Preventive Counseling,Specialty
97545,Activity Grading,Specialty
0371T,Family Psychoeducation,Specialty
0372T,Behavioral Group Therapy,Specialty
0374T,Behavioural Modification,Specialty
29105,Splints - Static / Dynamic,Specialty
29126,Fore Arm Splint-Dynamic,Specialty
29130,Hand Splint-Static,Specialty
29131,Hand Splint-Dynamic,Specialty
92507,Speech And Language Intervention Therapy - Child / Adult,Specialty
92522,Phonological / Articulation Management,Specialty
92523,Speech and Language Comprehension Review,Specialty
92524,Voice Analysis,Specialty
92508,Speech and Language Group Therapy,Specialty
92605,Augmentative Alternative Communication Intervention,Specialty
92610,Swallowing Intervention Follow up,Specialty
96105,Expressive and Receptive Speech and Language Assessment,Specialty
92555,Auditory Assessment,Specialty
92556,Auditory and Speech Assessment,Specialty
92630,Auditory Verbal Therapy,Specialty
92633,Auditory Training,Specialty
99292,CPR-Resuscitation,Specialty
190,Anesthesia for procedure on facial bones or skull,Specialty
192,Anesthesia for surgery of facial bones or skull,Specialty
210,Anesthesia for procedure on brain,Specialty
211,Anesthesia for procedure to remove blood collection in brain,Specialty
212,Anesthesia for procedure to remove fluid in brain,Specialty
214,Anesthesia for procedure to create holes in skull including X-ray imaging,Specialty
215,Anesthesia for procedure to repair skull or skull fracture,Specialty
216,Anesthesia for procedure on blood vessel in brain,Specialty
218,Anesthesia for procedure on brain patient in sitting position,Specialty
220,Anesthesia for procedure to drain brain and spinal cord fluid,Specialty
222,Anesthesia for procedure on nerve in brain,Specialty
300,Anesthesia for procedure on esophagus and neck,Specialty
320,"Anesthesia for procedure on esophagus and neck, age 1 year or older",Specialty
450,Anesthesia for procedure on collar bone and shoulder blade,Specialty
454,Anesthesia for biopsy of collar bone,Specialty
470,Anesthesia for partial removal of rib,Specialty
472,Anesthesia for partial removal of rib and chest wall repair,Specialty
474,Anesthesia for partial removal of rib and chest wall reconstruction,Specialty
520,Anesthesia for closed procedure in chest,Specialty
524,Anesthesia for closed drainage of lung fluid,Specialty
532,Anesthesia for central vein access,Specialty
600,Anesthesia for procedure on upper spine and spinal cord,Specialty
604,"Anesthesia for procedure on spine and spinal cord, patient in sitting position",Specialty
620,Anesthesia for procedure on middle spine and spinal cord,Specialty
626,Anesthesia for procedure on middle spine and spinal cord with 1 lung ventilation,Specialty
630,Anesthesia for procedure on lower spine,Specialty
632,Anesthesia for removal of nerves in lower spine,Specialty
635,Anesthesia for spinal tap,Specialty
640,Anesthesia for closed manipulation of spine,Specialty
670,Anesthesia for procedure on spine and spinal cord,Specialty
700,Anesthesia for procedure on upper front abdominal wall,Specialty
1112,Anesthesia for bone marrow aspiration and/or biopsy at pelvic bone,Specialty
1120,Anesthesia for procedure on pelvic bone,Specialty
1130,Anesthesia for application or revision of body cast,Specialty
1140,Anesthesia for amputation of leg including pelvic bone,Specialty
1150,Anesthesia for removal of pelvic bone tumor,Specialty
1160,Anesthesia for procedure on pubic bone or sacroiliac joint,Specialty
1170,Anesthesia for open procedure on pubic bone or sacroiliac joint,Specialty
1173,Anesthesia for open repair of pelvic fracture,Specialty
1180,Anesthesia for removal of external pelvic nerve,Specialty
1190,Anesthesia for removal of internal pelvic nerve,Specialty
1200,Anesthesia for closed procedure on hip joint,Specialty
1202,Anesthesia for procedure on hip joint using an endoscope,Specialty
1210,Anesthesia for open surgical procedure on hip joint,Specialty
1212,Anesthesia for open hip joint dislocation,Specialty
1214,Anesthesia for open total hip joint replacement,Specialty
1215,Anesthesia for open revision of total hip joint replacement,Specialty
1220,Anesthesia for closed procedure on upper two-thirds of thigh bone,Specialty
1230,Anesthesia for open procedure on upper two-thirds of thigh bone,Specialty
1232,Anesthesia for open amputation at upper two-thirds of thigh bone,Specialty
1234,Anesthesia for open removal of muscle or tissue at upper two-thirds of thigh bone,Specialty
1250,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper leg",Specialty
1260,Anesthesia for procedure on veins of upper leg,Specialty
1270,Anesthesia for procedure on arteries of upper leg,Specialty
1320,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and/or bursae of knee",Specialty
1340,Anesthesia for closed procedure on lower one-third of thigh bone,Specialty
1360,Anesthesia for open procedure on lower one-third of thigh bone,Specialty
1380,Anesthesia for closed procedure on knee joint,Specialty
1382,Anesthesia for diagnostic examination of knee joint using an endoscope,Specialty
1390,Anesthesia for closed procedure at kneecap and/or upper foreleg bones,Specialty
1392,Anesthesia for open procedure at kneecap and upper foreleg bones,Specialty
1400,Anesthesia for open or endoscopic procedure on knee including Popliteal Area,Specialty
1402,Anesthesia for open or endoscopic total knee joint replacement,Specialty
1404,Anesthesia for open or endoscopic procedure of dislocated knee,Specialty
1420,"Anesthesia for knee joint cast application, removal, or repair",Specialty
1462,"Anesthesia for closed procedure on lower leg, ankle, and foot",Specialty
1464,Anesthesia for procedure on ankle and/or foot using an endoscope,Specialty
1470,"Anesthesia for procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot",Specialty
1472,Anesthesia for procedure to repair calf muscle tendon,Specialty
1474,Anesthesia for procedure to repair calf muscle,Specialty
1480,"Anesthesia for open procedure on bones of lower leg, ankle and foot",Specialty
1482,Anesthesia for open amputation below the knee,Specialty
1484,"Anesthesia for open reconstruction of lower leg, ankle, and/or foot bone",Specialty
1486,Anesthesia for open total ankle joint replacement,Specialty
1490,"Anesthesia for lower leg cast application, removal, or repair",Specialty
1610,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of shoulder and underarm",Specialty
1620,Anesthesia for closed procedure on upper arm bone and shoulder joint,Specialty
1622,Anesthesia for diagnostic examination of shoulder joint using an endoscope,Specialty
1630,Anesthesia for open or endoscopic procedure at upper arm and shoulder joint including,Specialty
1634,Anesthesia for open or endoscopic procedure of dislocated shoulder joint,Specialty
1636,"Anesthesia for open or endoscopic amputation of arm, shoulder blade, and collar bone",Specialty
1638,Anesthesia for open or endoscopic total shoulder joint replacement,Specialty
1680,"Anesthesia for cast application, removal or repair",Specialty
1682,"Anesthesia for shoulder spica cast application, removal or repair",Specialty
1710,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of upper arm and elbow",Specialty
1712,Anesthesia for open incision of elbow to shoulder tendon,Specialty
1714,Anesthesia for repair of elbow to shoulder tendon,Specialty
1716,Anesthesia for suture of upper arm and elbow tendon to bone,Specialty
1730,Anesthesia for closed procedure on upper arm and elbow,Specialty
1732,Anesthesia for diagnostic examination of elbow joint using an endoscope,Specialty
1740,Anesthesia for open or endoscopic procedure on elbow,Specialty
1742,Anesthesia for open or endoscopic procedure at upper arm bone,Specialty
1744,Anesthesia for open or endoscopic repair of non-healed fracture of upper arm bone,Specialty
1756,Anesthesia for open or endoscopic surgical procedure on elbow,Specialty
1758,Anesthesia for open or endoscopic removal cyst or tumor of upper arm,Specialty
1760,Anesthesia for open or endoscopic total elbow joint replacement,Specialty
1770,Anesthesia for procedure on arteries of upper arm and elbow,Specialty
1810,"Anesthesia for procedure on nerves, muscles, tendons, fascia, and bursae of forearm, wrist, and hand",Specialty
1820,"Anesthesia for closed procedure on bones of forearm, wrist, or hand",Specialty
1829,Anesthesia for diagnostic examination of the wrist using an endoscope,Specialty
1830,"Anesthesia for open or endoscopic procedure on bones of forearm, wrist, or hand",Specialty
1832,Anesthesia for open or endoscopic total wrist joint replacement,Specialty
1860,"Anesthesia for forearm, wrist, or hand cast application, removal or repair",Specialty
1916,Anesthesia for diagnostic X-ray procedure on arteries or veins,Specialty
1924,Anesthesia for X-ray procedure on arteries,Specialty
1925,Anesthesia for X-ray procedure on neck or heart artery,Specialty
1926,"Anesthesia for X-ray procedure on artery in brain, heart, or major vessel of chest 
(aorta)",Specialty
1930,Anesthesia for X-ray procedure on vein or lymph system,Specialty
1931,Anesthesia for X-ray procedure on liver vein,Specialty
1932,Anesthesia for X-ray procedure on chest or neck vein,Specialty
1933,Anesthesia for X-ray procedure on brain vein,Specialty
1935,Anesthesia for diagnostic X-ray procedure (accessed through the skin) on spine and spinal cord,Specialty
1936,Anesthesia for X-ray procedure (accessed through the skin) on spine and spinal cord,Specialty
1991,Anesthesia for nerve block and injection procedure,Specialty
1992,"Anesthesia for nerve block and injection procedure, prone position",Specialty
1996,Daily hospital management of continuous spinal drug administration,Specialty
1999,Anesthesia procedure,Specialty
31500,Intubation (Intravenous Anaesthesia) /LMA /Mask -- (Inhalational Anaesthesia) /Mechanical Ventilation,Specialty
62320,Epidural Anesthesia,Specialty
62273,Epidural Patch,Specialty
64400,"Injection of anesthetic agent, trigeminal nerve",Specialty
64402,"Injection of anesthetic agent, facial nerve",Specialty
64405,"Injection of anesthetic agent, greater occipital nerve",Specialty
64408,"Injection of anesthetic agent, cranial (vagus) nerve",Specialty
64410,"Injection of anesthetic agent, upper spine (phrenic) nerve",Specialty
64413,"Injection of anesthetic agent, neck nerve bundle",Specialty
64415,"Injection of anesthetic agent, brachial (arm) nerve bundle",Specialty
64416,"Injection by continuous infusion of anesthetic agent, brachial (arm) nerve bundle",Specialty
64417,Injection of anesthetic agent underarm (axillary) nerve,Specialty
64418,"Injection of anesthetic agent, collar bone nerve",Specialty
36556,Insertion of central venous catheter for infusion,Specialty
43753,NGT insertion,Specialty
76937,Intravenous placement USS Guided,Specialty
99152,Sedation without Respiratory support - Above 5yrs,Specialty
99151,Sedation without Respiratory support - Under 5yrs,Specialty
96366,IV Side Injection,Specialty
93503,Continuous invasive CVP monitoring,Specialty
96368,Continuous Drug infusions -Inotropes/Vasoactive drugs,Specialty
92960,Defibrilation/Elective Cardioversion / Electrocardioversion (Resursitative Defibrillation procedure),Specialty
94660,Non Invasive mechanical ventilation (CPAP),Specialty
36620,Continuous invasive Arterial Blood Pressure (ABP) monitoring,Specialty
530,Anesthesia for insertion of permanent heart pacemaker,Specialty
534,Anesthesia for insertion or replace of pacing heart defibrillator,Specialty
537,Anesthesia for procedure on heart to correct abnormal rhythm,Specialty
539,Anesthesia for reconstruction of windpipe and lung airway,Specialty
540,Anesthesia for procedure in chest,Specialty
541,Anesthesia for procedure in chest with 1 lung ventilation,Specialty
542,Anesthesia for removal of lung lining,Specialty
546,Anesthesia for lung removal and chest wall repair,Specialty
548,Anesthesia for procedure on windpipe and lung airway,Specialty
550,Anesthesia for removal of breast bone tissue,Specialty
560,Anesthesia for procedure on heart and great blood vessels,Specialty
561,"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, younger than 1 year of age",Specialty
562,"Anesthesia for procedure on heart and great blood vessels on heart-lung machine, age 1 year or older, or re-operation more than 1 month after original procedure",Specialty
563,Anesthesia for procedure on heart and great blood vessels on heart-lung machine,Specialty
566,Anesthesia for heart artery bypass grafting,Specialty
567,Anesthesia for heart artery bypass grafting on heart-lung machine,Specialty
580,Anesthesia for heart or heart-lung transplant,Specialty
882,Anesthesia for tying of major vein in lower abdomen,Specialty
1272,Anesthesia for groin artery bypass graft and tying of upper leg artery,Specialty
1274,Anesthesia for removal of groin artery blood clot,Specialty
1430,Anesthesia for procedure on knee veins,Specialty
1432,Anesthesia for repair of abnormal artery-vein formation of knee,Specialty
1440,Anesthesia for procedure on knee arteries,Specialty
1442,Anesthesia for removal of blood clot in artery behind knee,Specialty
1444,Anesthesia for repair of bulging (aneurysm) defect in knee artery,Specialty
1500,Anesthesia for procedure on arteries of lower leg including bypass graft,Specialty
1502,Anesthesia for lower leg artery bypass graft or blood clot removal,Specialty
1520,Anesthesia for procedure on veins of lower leg,Specialty
1522,Anesthesia for removal of lower leg vein obstruction,Specialty
1650,Anesthesia for procedure on arteries of shoulder and underarm,Specialty
1652,Anesthesia for repair of bulging (aneurysm) defect in upper arm artery,Specialty
1654,Anesthesia for bypass graft in shoulder or underarm artery,Specialty
1656,Anesthesia for bypass graft from groin artery to shoulder or underarm artery,Specialty
1670,Anesthesia for procedure on veins of shoulder and underarm,Specialty
1772,Anesthesia for removal of blood clot from upper arm or elbow artery,Specialty
1780,Anesthesia for procedure on veins of upper arm and elbow,Specialty
1782,Anesthesia for suture of upper arm or elbow vein,Specialty
1840,"Anesthesia for procedure on arteries of forearm, wrist, and hand",Specialty
1842,"Anesthesia for removal of blood clot from forearm, wrist, or hand artery",Specialty
1844,Anesthesia for placement or revision of blood flow shunt,Specialty
1850,"Anesthesia for procedure on veins of forearm, wrist, and hand",Specialty
1852,"Anesthesia for suture of forearm, wrist, or hand vein",Specialty
1920,Anesthesia for procedure on heart vessels and chambers,Specialty
1922,Anesthesia for X-ray or radiation therapy,Specialty
100,Anesthesia for procedure on salivary gland with biopsy,Specialty
102,Anesthesia for procedure to repair lip defect present at birth,Specialty
103,Anesthesia for procedure on eyelid,Specialty
104,Anesthesia for electric shock treatment,Specialty
120,Anesthesia for biopsy of external middle and inner ear,Specialty
124,Anesthesia for examination and biopsy of external middle and inner ear using an endoscope,Specialty
126,Anesthesia for incision of ear drum,Specialty
140,Anesthesia for procedure on eye,Specialty
142,Anesthesia for lens surgery,Specialty
144,Anesthesia for procedure on eye for corneal transplant,Specialty
145,Anesthesia for retinal surgery,Specialty
147,Anesthesia for procedure on eye for removal of iris,Specialty
148,Anesthesia for eye examination using an endoscope,Specialty
160,Anesthesia for procedure on nose and sinus,Specialty
162,Anesthesia for surgery of nose and sinus,Specialty
164,Anesthesia for soft tissue biopsy on nose and sinus,Specialty
170,Anesthesia for procedure on mouth including biopsy,Specialty
172,Anesthesia for procedure on mouth to repair palate deformity,Specialty
174,Anesthesia for procedure on throat for removal of tumor,Specialty
176,Anesthesia for surgery on mouth,Specialty
322,Anesthesia for needle biopsy of thyroid,Specialty
326,"Anesthesia for procedure on voice box and windpipe, children younger than 1 year of age",Specialty
350,Anesthesia for procedure on major blood vessels of neck,Specialty
352,Anesthesia for tying procedure on major blood vessels of neck,Specialty
400,"Anesthesia for procedure on skin of arms, legs, or trunk",Specialty
402,Anesthesia for breast reconstruction,Specialty
404,Anesthesia for removal of breast,Specialty
406,Anesthesia for removal of breast and lymph nodes,Specialty
410,Anesthesia for procedure to correct abnormal heart rhythm,Specialty
500,Anesthesia for procedure on esophagus,Specialty
522,Anesthesia for closed needle biopsy of lung,Specialty
528,Anesthesia for closed diagnostic examination of chest using an endoscope,Specialty
529,Anesthesia for closed diagnostic examination of chest using an endoscope with 1 lung ventilation,Specialty
625,Anesthesia for procedure on middle spine and spinal cord,Specialty
702,Anesthesia for liver biopsy (accessed through the skin),Specialty
730,Anesthesia for procedure on upper rear abdominal wall,Specialty
740,Anesthesia for procedure on gastrointestinal tract using an endoscope,Specialty
750,Anesthesia for procedure to repair upper abdominal hernia,Specialty
752,Anesthesia for procedure to repair upper abdominal incisional hernia and/or wound opening,Specialty
754,Anesthesia for procedure to repair upper abdominal hernia present at birth,Specialty
756,Anesthesia for procedure to repair abdominal hernia,Specialty
770,Anesthesia for procedure on major abdominal blood vessels,Specialty
790,Anesthesia for procedure in upper abdomen including use of an endoscope,Specialty
792,Anesthesia for partial removal of liver or management of bleeding including use of an endoscope,Specialty
794,Anesthesia for removal of pancreas including use of an endoscope,Specialty
796,Anesthesia for liver transplant recipient including use of an endoscope,Specialty
797,Anesthesia for procedure on stomach for obesity including use of an endoscope,Specialty
800,Anesthesia for procedure on lower front abdominal wall,Specialty
802,Anesthesia for removal of excess tissue on lower abdominal wall,Specialty
810,Anesthesia for procedure on lower intestine using an endoscope,Specialty
820,Anesthesia for procedure on lower rear abdominal wall,Specialty
830,Anesthesia for lower abdominal hernia repair,Specialty
832,Anesthesia for middle or incisional abdominal hernia repair,Specialty
834,"Anesthesia for lower abdominal hernia repair, child younger than 1 year of age",Specialty
836,"Anesthesia for lower abdominal hernia repair, infants younger than 37 weeks gestational age at birth and younger than 50 weeks gestational age at time of surgery",Specialty
840,Anesthesia for procedure in lower abdominal cavity including use of an endoscope,Specialty
842,Anesthesia for removal of amniotic fluid in uterus including use of an endoscope,Specialty
844,Anesthesia for procedure in lower abdominal cavity and rectum including use of an endoscope,Specialty
846,Anesthesia for removal of uterus including use of an endoscope,Specialty
848,Anesthesia for removal of pelvic organs including use of an endoscope,Specialty
851,Anesthesia for tying or incision of fallopian tubes using an endoscope,Specialty
860,Anesthesia for procedure in lower abdomen including urinary tract,Specialty
862,Anesthesia for procedure on upper urinary duct (ureter) or removal of kidney for transplant,Specialty
864,Anesthesia for removal of urinary bladder,Specialty
865,Anesthesia for removal of prostate,Specialty
866,Anesthesia for removal of adrenal gland,Specialty
868,Anesthesia for kidney transplant,Specialty
870,Anesthesia for removal of urinary bladder stone,Specialty
872,Anesthesia for shock wave therapy for urinary system stones,Specialty
873,Anesthesia for shock wave therapy for urinary system stones,Specialty
880,Anesthesia for procedure on major lower abdominal wall blood vessels,Specialty
902,Anesthesia for procedure on anus and rectum,Specialty
904,Anesthesia for procedure on perineum,Specialty
906,Anesthesia for removal of external female genitalia,Specialty
908,Anesthesia for removal of prostate,Specialty
910,Anesthesia for procedure on urinary system including use of an endoscope,Specialty
912,Anesthesia for removal of urinary bladder tumors including use of an endoscope,Specialty
914,Anesthesia for removal of prostate including use of an endoscope,Specialty
916,Anesthesia for procedure to control urinary system bleeding including use of an endoscope,Specialty
918,"Anesthesia for fragmenting, manipulation and/or removal of kidney stone including use of an endoscope",Specialty
920,Anesthesia for procedure on male genitalia,Specialty
921,Anesthesia for vasectomy,Specialty
922,Anesthesia for procedure on male genitalia glands,Specialty
924,Anesthesia for repair of undescended testicle,Specialty
926,Anesthesia for removal of testicle through groin,Specialty
928,Anesthesia for removal of testicle through abdomen,Specialty
930,Anesthesia for relocation of undescended testicle into scrotum,Specialty
932,Anesthesia for removal of penis,Specialty
934,Anesthesia for removal of penis and lymph nodes on both sides of groin,Specialty
936,Anesthesia for removal of penis and lymph nodes on both sides of groin,Specialty
938,Anesthesia for insertion of penile prosthesis,Specialty
940,"Anesthesia for vaginal biopsy of cervix, uterine lining, or external genitalia",Specialty
942,Anesthesia for repair or removal of vagina and urinary procedure,Specialty
944,Anesthesia for vaginal removal of uterus,Specialty
948,Anesthesia for suture closure of cervix,Specialty
950,Anesthesia for examination of cervix using an endoscope,Specialty
952,Anesthesia for examination of uterus using an endoscope,Specialty
1951,"Anesthesia for treatment of second and third-degree burn, less than 4% total body surface",Specialty
1952,"Anesthesia for treatment of second and third-degree burn, between 4% and 9% total body surface area",Specialty
1953,Anesthesia for treatment of second and third-degree burn,Specialty
1958,Anesthesia for procedure to turn the position of fetus in uterus,Specialty
1960,Anesthesia for vaginal delivery,Specialty
1961,Anesthesia for cesarean delivery,Specialty
1962,Anesthesia for procedure to remove uterus following delivery,Specialty
1963,Anesthesia for cesarean removal of uterus,Specialty
1965,Anesthesia for incomplete or missed abortion,Specialty
1966,Anesthesia for induced abortion,Specialty
1967,Anesthesia for labor during planned vaginal delivery,Specialty
1968,Anesthesia for cesarean delivery following labor,Specialty
1969,Anesthesia for cesarean removal of uterus following labor,Specialty
1990,Physiological support for harvesting of organs,Specialty
L5321,Trans Femoral Standard Prosthesis,Specialty
L5311,Knee Disarticulation Standard Prosthesis,Specialty
L5331,Hip Disarticilation Standard Prosthesis,Specialty
L5301,TransTibial Standard Prosthesis,Specialty
L5060,Syme Standard Prosthesis,Specialty
L6210,Partial Foot Standard Prosthesis,Specialty
L6150,Trans-humeral Standard Prosthesis,Specialty
L6120,Trans-radial Standard Prosthesis,Specialty
L6200,Elbow Disarticulation Standard Prosthesis,Specialty
L6300,Shoulder Disarticulation Cosmetic Standard Prosthesis,Specialty
L6055,Wrist Disarticulation Standard Prosthesis,Specialty
L6020,Partial Hand Standard Prosthesis,Specialty
L3010,(FO) Foot orthosis,Specialty
L1945,Ankle Foot Orhosis Posterior Shell (adult) PTB,Specialty
L1960,Ankle Foot Orthosia-Rigid -adult,Specialty
L1961,Ankle Foot Orthosis rigid-child,Specialty
L1970,Ankle Foot Orthosis with mechanical (hessing) joint- adult,Specialty
L1971,Ankle Foot Orthosis with mechanical ankle joint- child,Specialty
L2081,Hip Knee Ankle Foot Orthosis child,Specialty
L2080,Hip Knee Ankle Foot Orthosis-adult,Specialty
L3500,Inner sole compasation-adult (1 Pc),Specialty
L3501,Inner sole compasation-child (1Pc),Specialty
L1990,Knee Ankle Foot Orthosis without mechanical ankle joint,Specialty
L1834,KO- Knee Orthosis (Rigid fabricated ),Specialty
L1810,KO- Knee Orthosis with mechanical joint (fabricated),Specialty
L3223,Orthopaedic boots (Adult),Specialty
L3209,Orthopaedic boots (children),Specialty
L3540,Orthopaedic Shoes with shortening compensation,Specialty
L3140,SFAB,Specialty
L2016,Ankle support (imported),Specialty
L3003,Arch Support (Silicon) imported (1pair),Specialty
L3010,Arch Support (Fabricated) 1pair,Specialty
L0978,Axilla Crutch (1pc),Specialty
L8120,"Compression stockings, below knee (1pc)",Specialty
L4398,Drop foot splint (imported),Specialty
L3930,finger Splint [adult],Specialty
L3930,Finger Splint [child],Specialty
L1800,"Knee brace, hinged",Specialty
L1858,"Knee brace, hinged (premium)",Specialty
L2800,Knee cap,Specialty
L1830,Knee immobilizer,Specialty
L0550,Lumber corset,Specialty
L0140,Neck collar semi rigid (philadephia),Specialty
L0120,Neck collar Soft,Specialty
L2630,Pelvic binder,Specialty
L1497,Rigid spinal corset- adolencent,Specialty
L1499,Rigid spinal corset-adult,Specialty
L1498,Rigid spinal corset-child,Specialty
L3650,Shoulder abdution Bracee imported,Specialty
L0974,Thoracolumber corset,Specialty
L3100,Toe separator,Specialty
L1070,Tringular arm sling,Specialty
K0001,Wheelchair (imported),Specialty
K0002,Wheelchair (locally made),Specialty
L3908,Wrist support,Specialty
99202,Office or other outpatient visit for the evaluation and management of a new patient (15-29 mins),Evaluation and Management
99203,Office or other outpatient visit for the evaluation and management of a new patient (30-44 mins),Evaluation and Management
99204,Office or other outpatient visit for the evaluation and management of a new patient (45-59 mins),Evaluation and Management
99205,Office or other outpatient visit for the evaluation and management of a new patient (60-74 mins),Evaluation and Management
99212,Office or other outpatient visit for the evaluation and management of an established patient (10-19 mins),Evaluation and Management
99213,Office or other outpatient visit for the evaluation and management of an established patient (20-29 mins),Evaluation and Management
99214,Office or other outpatient visit for the evaluation and management of an established patient (30-39 mins),Evaluation and Management
99215,Office or other outpatient visit for the evaluation and management of an established patient (40-54 mins),Evaluation and Management
